season,league,edge_bucket,p_draw_bucket,fixtures,pickem_fixtures,classified_fixtures,draws,favorite_wins,underdog_wins,pickem_non_draw_games,draw_rate,favorite_win_pct_of_non_draws,underdog_win_pct_of_non_draws,favorite_win_rate_of_classified_fixtures,underdog_win_rate_of_classified_fixtures,avg_model_draw_probability,avg_market_draw_probability,avg_draw_edge,positive_edge_fixtures,surviving_rule_fixtures,avg_draw_odds,draw_roi_units,draw_roi,favorite_ml_bets,avg_favorite_ml_odds,favorite_ml_roi_units,favorite_ml_roi,underdog_ml_bets,avg_underdog_ml_odds,underdog_ml_roi_units,underdog_ml_roi
2023-24,Serie A,0.02-0.03,0.27-0.30,20,0,20,7,9,4,0,0.35,0.692308,0.307692,0.45,0.2,0.286699,0.261793,0.024906,20,20,3.7255,6.3,0.315,20,1.9445,-2.25,-0.1125,20,4.417,-4.13,-0.2065
2023-24,Serie A,0.02-0.03,0.30-0.33,16,0,16,6,9,1,0,0.375,0.9,0.1,0.5625,0.0625,0.316518,0.293184,0.023333,16,0,3.321875,3.71,0.231875,16,2.194375,3.32,0.2075,16,3.919375,-12.93,-0.808125
2023-24,Serie A,0.02-0.03,>=0.33,2,0,2,1,0,1,0,0.5,0.0,1.0,0.0,0.5,0.339025,0.309784,0.029242,2,0,3.14,1.13,0.565,2,2.635,-2.0,-1.0,2,3.065,1.3,0.65
2023-24,Serie A,0.02-0.03,All,41,0,41,15,20,6,0,0.365854,0.769231,0.230769,0.487805,0.146341,0.29872,0.274216,0.024504,41,20,3.574146,12.11,0.295366,41,2.049024,-0.8,-0.019512,41,4.301463,-18.76,-0.457561
2023-24,Serie A,0.03-0.05,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.228751,0.197454,0.031297,1,0,4.91,-1.0,-1.0,1,1.4,0.4,0.4,1,8.81,-1.0,-1.0
2023-24,Serie A,0.03-0.05,0.24-0.27,7,0,7,2,2,3,0,0.285714,0.4,0.6,0.285714,0.428571,0.260271,0.217031,0.04324,7,0,4.49,2.07,0.295714,7,1.552857,-3.83,-0.547143,7,6.35,10.37,1.481429
2023-24,Serie A,0.03-0.05,0.27-0.30,19,0,19,7,10,2,0,0.368421,0.833333,0.166667,0.526316,0.105263,0.29001,0.250028,0.039983,19,19,3.892105,8.44,0.444211,19,1.782632,-0.47,-0.024737,19,5.140526,-9.38,-0.493684
2023-24,Serie A,0.03-0.05,0.30-0.33,23,1,22,11,8,3,1,0.478261,0.727273,0.272727,0.363636,0.136364,0.313803,0.273969,0.039833,23,0,3.557391,15.67,0.681304,22,1.976818,-6.75,-0.306818,22,4.388182,-7.93,-0.360455
2023-24,Serie A,0.03-0.05,>=0.33,10,0,10,1,6,3,0,0.1,0.666667,0.333333,0.6,0.3,0.341041,0.30053,0.040511,10,0,3.24,-6.83,-0.683,10,2.268,3.63,0.363,10,3.674,1.17,0.117
2023-24,Serie A,0.03-0.05,All,60,1,59,21,27,11,1,0.35,0.710526,0.289474,0.457627,0.186441,0.303145,0.262896,0.040249,60,19,3.741833,18.35,0.305833,59,1.903559,-7.02,-0.118983,59,4.817119,-6.77,-0.114746
2023-24,Serie A,<0,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.233135,0.273593,-0.040458,0,0,3.55,-1.0,-1.0,1,2.06,1.06,1.06,1,3.81,-1.0,-1.0
2023-24,Serie A,<0,0.24-0.27,17,0,17,5,10,2,0,0.294118,0.833333,0.166667,0.588235,0.117647,0.260706,0.279923,-0.019217,0,0,3.480588,0.44,0.025882,17,2.16,4.25,0.25,17,3.812353,-9.64,-0.567059
2023-24,Serie A,<0,0.27-0.30,61,0,61,20,29,12,0,0.327869,0.707317,0.292683,0.47541,0.196721,0.283805,0.300152,-0.016347,0,0,3.250328,3.94,0.06459,61,2.390164,7.73,0.126721,61,3.432131,-20.52,-0.336393
2023-24,Serie A,<0,0.30-0.33,22,0,22,8,10,4,0,0.363636,0.714286,0.285714,0.454545,0.181818,0.313878,0.324057,-0.010179,0,0,3.004091,1.91,0.086818,22,2.568636,3.03,0.137727,22,3.366364,-9.17,-0.416818
2023-24,Serie A,<0,All,101,0,101,33,50,18,0,0.326733,0.735294,0.264706,0.49505,0.178218,0.285966,0.301691,-0.015725,0,0,3.238416,5.29,0.052376,101,2.38703,16.07,0.159109,101,3.485545,-40.33,-0.399307
2023-24,Serie A,>=0.05,0.21-0.24,3,0,3,0,3,0,0,0.0,1.0,0.0,1.0,0.0,0.22903,0.161278,0.067752,3,0,6.01,-3.0,-1.0,3,1.29,0.87,0.29,3,11.263333,-3.0,-1.0
2023-24,Serie A,>=0.05,0.24-0.27,14,0,14,2,9,3,0,0.142857,0.75,0.25,0.642857,0.214286,0.255441,0.155149,0.100291,14,0,6.619286,2.52,0.18,14,1.287857,-2.29,-0.163571,14,12.245714,14.86,1.061429
2023-24,Serie A,>=0.05,0.27-0.30,44,0,44,8,34,2,0,0.181818,0.944444,0.055556,0.772727,0.045455,0.288077,0.198284,0.089794,44,44,5.049545,-0.15,-0.003409,44,1.454091,5.61,0.1275,44,8.257955,-33.07,-0.751591
2023-24,Serie A,>=0.05,0.30-0.33,40,0,40,10,27,3,0,0.25,0.9,0.1,0.675,0.075,0.312284,0.228652,0.083632,40,0,4.37425,5.68,0.142,40,1.6135,3.45,0.08625,40,6.66725,-20.03,-0.50075
2023-24,Serie A,>=0.05,>=0.33,10,0,10,3,5,2,0,0.3,0.714286,0.285714,0.5,0.2,0.334591,0.25688,0.077711,10,0,3.813,1.24,0.124,10,1.837,-1.47,-0.147,10,5.164,-2.4,-0.24
2023-24,Serie A,>=0.05,All,111,0,111,23,78,10,0,0.207207,0.886364,0.113636,0.702703,0.09009,0.295279,0.208066,0.087213,111,44,4.918739,6.29,0.056667,111,1.520631,6.17,0.055586,111,7.99018,-43.64,-0.393153
2023-24,Serie A,All,0.21-0.24,7,0,7,0,7,0,0,0.0,1.0,0.0,1.0,0.0,0.22894,0.19753,0.031409,6,0,5.09,-7.0,-1.0,7,1.481429,3.37,0.481429,7,8.585714,-7.0,-1.0
2023-24,Serie A,All,0.24-0.27,45,0,45,11,26,8,0,0.244444,0.764706,0.235294,0.577778,0.177778,0.25901,0.226217,0.032792,28,0,4.684222,6.04,0.134222,45,1.716444,-0.42,-0.009333,45,7.168222,8.59,0.190889
2023-24,Serie A,All,0.27-0.30,172,1,171,52,97,23,0,0.302326,0.808333,0.191667,0.567251,0.134503,0.286638,0.26075,0.025888,111,83,3.87436,25.75,0.149709,171,1.981228,15.24,0.089123,171,5.075789,-81.46,-0.476374
2023-24,Serie A,All,0.30-0.33,125,1,124,43,64,17,1,0.344,0.790123,0.209877,0.516129,0.137097,0.313119,0.275929,0.03719,103,0,3.63096,28.56,0.22848,124,2.063387,1.32,0.010645,124,4.726935,-54.34,-0.438226
2023-24,Serie A,All,>=0.33,26,0,26,6,13,7,0,0.230769,0.65,0.35,0.5,0.269231,0.337874,0.288327,0.049547,26,0,3.413846,-5.53,-0.212692,26,2.173846,1.1,0.042308,26,4.153846,-0.61,-0.023462
2023-24,Serie A,All,All,375,2,373,112,207,55,1,0.298667,0.790076,0.209924,0.55496,0.147453,0.294625,0.262398,0.032227,274,83,3.881173,47.82,0.12752,373,1.980643,20.61,0.055255,373,5.213861,-134.82,-0.361448
2025-26,All,All,All,1506,6,1500,382,810,310,4,0.253652,0.723214,0.276786,0.54,0.206667,0.281966,0.255969,0.025997,1027,148,4.009635,-66.74,-0.044316,1500,1.973027,21.06,0.01404,1500,5.176847,-187.95,-0.1253
2025-26,Bundesliga,0.00-0.01,0.18-0.21,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.184059,0.176001,0.008058,1,0,5.48,-1.0,-1.0,1,1.38,0.38,0.38,1,7.71,-1.0,-1.0
2025-26,Bundesliga,0.00-0.01,0.21-0.24,4,0,4,0,3,1,0,0.0,0.75,0.25,0.75,0.25,0.22499,0.220574,0.004417,4,0,4.375,-4.0,-1.0,4,1.6925,1.04,0.26,4,4.63,0.47,0.1175
2025-26,Bundesliga,0.00-0.01,0.24-0.27,17,0,17,4,9,4,0,0.235294,0.692308,0.307692,0.529412,0.235294,0.259327,0.254294,0.005033,17,0,3.825882,-1.7,-0.1,17,2.161176,2.19,0.128824,17,3.435882,-4.75,-0.279412
2025-26,Bundesliga,0.00-0.01,0.27-0.30,15,0,15,8,4,3,0,0.533333,0.571429,0.428571,0.266667,0.2,0.282193,0.278126,0.004067,15,0,3.497333,12.79,0.852667,15,2.322,-5.98,-0.398667,15,3.337333,-6.06,-0.404
2025-26,Bundesliga,0.00-0.01,0.30-0.33,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.302816,0.302696,0.00012,1,0,3.22,-1.0,-1.0,1,2.47,-1.0,-1.0,1,3.22,2.22,2.22
2025-26,Bundesliga,0.00-0.01,All,38,0,38,12,17,9,0,0.315789,0.653846,0.346154,0.447368,0.236842,0.263902,0.259365,0.004537,38,0,3.781579,5.09,0.133947,38,2.162895,-3.37,-0.088684,38,3.629474,-9.12,-0.24
2025-26,Bundesliga,0.01-0.02,0.18-0.21,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.180382,0.169435,0.010947,1,0,5.69,-1.0,-1.0,1,1.37,0.37,0.37,1,7.6,-1.0,-1.0
2025-26,Bundesliga,0.01-0.02,0.21-0.24,4,0,4,1,3,0,0,0.25,1.0,0.0,0.75,0.0,0.228737,0.211924,0.016813,4,0,4.5725,0.52,0.13,4,1.6325,0.98,0.245,4,5.0275,-4.0,-1.0
2025-26,Bundesliga,0.01-0.02,0.24-0.27,12,0,12,6,5,1,0,0.5,0.833333,0.166667,0.416667,0.083333,0.260733,0.246682,0.014051,12,0,3.939167,11.86,0.988333,12,1.959167,-1.51,-0.125833,12,4.084167,-7.52,-0.626667
2025-26,Bundesliga,0.01-0.02,0.27-0.30,14,0,14,2,8,4,0,0.142857,0.666667,0.333333,0.571429,0.285714,0.284012,0.268592,0.015421,14,0,3.622857,-6.74,-0.481429,14,2.138571,2.04,0.145714,14,3.67,-1.67,-0.119286
2025-26,Bundesliga,0.01-0.02,0.30-0.33,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.302026,0.284475,0.01755,1,0,3.42,2.42,2.42,1,2.46,-1.0,-1.0,1,3.04,-1.0,-1.0
2025-26,Bundesliga,0.01-0.02,All,32,0,32,10,17,5,0,0.3125,0.772727,0.227273,0.53125,0.15625,0.265698,0.25069,0.015008,32,0,3.918438,7.06,0.220625,32,1.994063,0.88,0.0275,32,4.098125,-15.19,-0.474687
2025-26,Bundesliga,0.02-0.03,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.228361,0.206152,0.022208,1,0,4.68,-1.0,-1.0,1,1.57,0.57,0.57,1,5.38,-1.0,-1.0
2025-26,Bundesliga,0.02-0.03,0.24-0.27,7,0,7,1,4,2,0,0.142857,0.666667,0.333333,0.571429,0.285714,0.258247,0.233156,0.025092,7,0,4.161429,-2.47,-0.352857,7,1.76,0.0,0.0,7,4.714286,2.1,0.3
2025-26,Bundesliga,0.02-0.03,0.27-0.30,7,0,7,2,4,1,0,0.285714,0.8,0.2,0.571429,0.142857,0.282433,0.257969,0.024464,7,0,3.772857,0.48,0.068571,7,2.091429,1.55,0.221429,7,3.627143,-2.12,-0.302857
2025-26,Bundesliga,0.02-0.03,All,15,0,15,3,9,3,0,0.2,0.75,0.25,0.6,0.2,0.267541,0.242935,0.024607,15,0,4.014667,-2.99,-0.199333,15,1.902,2.12,0.141333,15,4.251333,-1.02,-0.068
2025-26,Bundesliga,0.03-0.05,0.18-0.21,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.191851,0.152755,0.039096,1,0,6.2,-1.0,-1.0,1,1.27,0.27,0.27,1,9.33,-1.0,-1.0
2025-26,Bundesliga,0.03-0.05,0.21-0.24,6,0,6,2,3,1,0,0.333333,0.75,0.25,0.5,0.166667,0.230676,0.188869,0.041807,6,0,5.131667,4.31,0.718333,6,1.481667,-1.54,-0.256667,6,6.278333,0.35,0.058333
2025-26,Bundesliga,0.03-0.05,0.24-0.27,12,0,12,1,9,2,0,0.083333,0.818182,0.181818,0.75,0.166667,0.258155,0.217557,0.040598,12,0,4.448333,-7.66,-0.638333,12,1.62,2.7,0.225,12,5.320833,0.66,0.055
2025-26,Bundesliga,0.03-0.05,0.27-0.30,11,0,11,3,7,1,0,0.272727,0.875,0.125,0.636364,0.090909,0.280215,0.241065,0.039149,11,0,4.028182,1.09,0.099091,11,1.9,2.24,0.203636,11,3.980909,-7.63,-0.693636
2025-26,Bundesliga,0.03-0.05,0.30-0.33,3,0,3,0,3,0,0,0.0,1.0,0.0,1.0,0.0,0.302268,0.267774,0.034495,3,0,3.616667,-3.0,-1.0,3,2.183333,3.55,1.183333,3,3.57,-3.0,-1.0
2025-26,Bundesliga,0.03-0.05,All,33,0,33,6,23,4,0,0.181818,0.851852,0.148148,0.69697,0.121212,0.262513,0.222779,0.039734,33,0,4.41,-6.26,-0.189697,33,1.728788,7.22,0.218788,33,5.010606,-10.62,-0.321818
2025-26,Bundesliga,<0,0.21-0.24,26,0,26,8,12,6,0,0.307692,0.666667,0.333333,0.461538,0.230769,0.232199,0.255724,-0.023525,0,0,3.812308,4.39,0.168846,26,2.105385,-0.99,-0.038077,26,3.673846,-5.01,-0.192692
2025-26,Bundesliga,<0,0.24-0.27,58,1,57,14,22,21,1,0.241379,0.511628,0.488372,0.385965,0.368421,0.254514,0.271894,-0.01738,0,0,3.583621,-7.88,-0.135862,57,2.285789,-7.43,-0.130351,57,3.342982,12.01,0.210702
2025-26,Bundesliga,<0,0.27-0.30,17,1,16,7,9,1,0,0.411765,0.9,0.1,0.5625,0.0625,0.280898,0.294795,-0.013898,0,0,3.310588,5.83,0.342941,16,2.48875,5.6,0.35,16,3.166875,-13.06,-0.81625
2025-26,Bundesliga,<0,0.30-0.33,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.30455,0.315165,-0.010615,0,0,3.09,-1.0,-1.0,1,2.72,-1.0,-1.0,1,2.98,1.98,1.98
2025-26,Bundesliga,<0,All,102,2,100,29,43,29,1,0.284314,0.597222,0.402778,0.43,0.29,0.253714,0.272014,-0.0183,0,0,3.591569,1.34,0.013137,100,2.2757,-3.82,-0.0382,100,3.3972,-4.08,-0.0408
2025-26,Bundesliga,>=0.05,0.18-0.21,7,0,7,0,7,0,0,0.0,1.0,0.0,1.0,0.0,0.194699,0.100922,0.093776,7,0,10.374286,-7.0,-1.0,7,1.154286,1.08,0.154286,7,17.984286,-7.0,-1.0
2025-26,Bundesliga,>=0.05,0.21-0.24,7,0,7,0,7,0,0,0.0,1.0,0.0,1.0,0.0,0.223269,0.139155,0.084114,7,0,7.462857,-7.0,-1.0,7,1.272857,1.91,0.272857,7,11.678571,-7.0,-1.0
2025-26,Bundesliga,>=0.05,0.24-0.27,25,0,25,4,21,0,0,0.16,1.0,0.0,0.84,0.0,0.255479,0.177643,0.077836,25,0,5.6156,-2.29,-0.0916,25,1.41,4.6,0.184,25,8.2116,-25.0,-1.0
2025-26,Bundesliga,>=0.05,0.27-0.30,8,0,8,1,7,0,0,0.125,1.0,0.0,0.875,0.0,0.279684,0.204077,0.075607,8,0,4.76375,-3.36,-0.42,8,1.55,2.68,0.335,8,5.8575,-8.0,-1.0
2025-26,Bundesliga,>=0.05,0.30-0.33,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.317561,0.262802,0.05476,1,0,3.69,-1.0,-1.0,1,1.96,0.96,0.96,1,4.0,-1.0,-1.0
2025-26,Bundesliga,>=0.05,<0.18,2,0,2,1,0,1,0,0.5,0.0,1.0,0.0,0.5,0.1762,0.074875,0.101324,2,0,12.985,12.25,6.125,2,1.09,-2.0,-1.0,2,23.24,20.48,10.24
2025-26,Bundesliga,>=0.05,All,50,0,50,6,43,1,0,0.12,0.977273,0.022727,0.86,0.02,0.244404,0.163336,0.081068,50,0,6.6604,-8.4,-0.168,50,1.3756,9.23,0.1846,50,10.2054,-27.52,-0.5504
2025-26,Bundesliga,All,0.18-0.21,10,0,10,0,10,0,0,0.0,1.0,0.0,1.0,0.0,0.191918,0.120465,0.071454,10,0,8.999,-10.0,-1.0,10,1.21,2.1,0.21,10,15.053,-10.0,-1.0
2025-26,Bundesliga,All,0.21-0.24,48,0,48,11,29,8,0,0.229167,0.783784,0.216216,0.604167,0.166667,0.229737,0.222755,0.006982,22,0,4.637917,-2.78,-0.057917,48,1.821042,1.97,0.041042,48,5.394792,-16.19,-0.337292
2025-26,Bundesliga,All,0.24-0.27,131,1,130,30,70,30,1,0.229008,0.7,0.3,0.538462,0.230769,0.256426,0.242266,0.014159,73,0,4.145496,-10.14,-0.077405,130,1.981154,0.55,0.004231,130,4.616231,-22.5,-0.173077
2025-26,Bundesliga,All,0.27-0.30,72,1,71,23,39,10,0,0.319444,0.795918,0.204082,0.549296,0.140845,0.281683,0.264358,0.017325,55,0,3.72625,10.09,0.140139,71,2.14831,8.13,0.114507,71,3.776761,-38.54,-0.542817
2025-26,Bundesliga,All,0.30-0.33,7,0,7,1,4,2,0,0.142857,0.666667,0.333333,0.571429,0.285714,0.304823,0.281208,0.023614,6,0,3.467143,-3.58,-0.511429,7,2.308571,1.51,0.215714,7,3.421429,-0.8,-0.114286
2025-26,Bundesliga,All,<0.18,2,0,2,1,0,1,0,0.5,0.0,1.0,0.0,0.5,0.1762,0.074875,0.101324,2,0,12.985,12.25,6.125,2,1.09,-2.0,-1.0,2,23.24,20.48,10.24
2025-26,Bundesliga,All,All,270,2,268,66,152,51,1,0.244444,0.748768,0.251232,0.567164,0.190299,0.256688,0.239948,0.01674,168,0,4.348889,-4.16,-0.015407,268,1.969888,12.26,0.045746,268,5.030485,-67.55,-0.252052
2025-26,La Liga,0.00-0.01,0.27-0.30,19,0,19,6,10,3,0,0.315789,0.769231,0.230769,0.526316,0.157895,0.285973,0.280798,0.005175,19,0,3.465789,1.58,0.083158,19,2.166842,2.55,0.134211,19,3.831579,-9.05,-0.476316
2025-26,La Liga,0.00-0.01,0.30-0.33,12,0,12,4,6,2,0,0.333333,0.75,0.25,0.5,0.166667,0.31032,0.305568,0.004752,12,0,3.1875,0.72,0.06,12,2.349167,2.0,0.166667,12,3.544167,-5.7,-0.475
2025-26,La Liga,0.00-0.01,>=0.33,2,0,2,0,1,1,0,0.0,0.5,0.5,0.5,0.5,0.339464,0.334068,0.005396,2,0,2.915,-2.0,-1.0,2,2.635,0.57,0.285,2,3.285,1.26,0.63
2025-26,La Liga,0.00-0.01,All,33,0,33,10,17,6,0,0.30303,0.73913,0.26087,0.515152,0.181818,0.298068,0.293034,0.005035,33,0,3.331212,0.3,0.009091,33,2.261515,5.12,0.155152,33,3.693939,-13.49,-0.408788
2025-26,La Liga,0.01-0.02,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.216901,0.19981,0.017091,1,0,4.89,-1.0,-1.0,1,1.47,0.47,0.47,1,7.21,-1.0,-1.0
2025-26,La Liga,0.01-0.02,0.24-0.27,3,0,3,0,2,1,0,0.0,0.666667,0.333333,0.666667,0.333333,0.259748,0.243988,0.01576,3,0,3.943333,-3.0,-1.0,3,1.826667,0.87,0.29,3,4.68,2.79,0.93
2025-26,La Liga,0.01-0.02,0.27-0.30,12,0,12,5,6,1,0,0.416667,0.857143,0.142857,0.5,0.083333,0.291565,0.276423,0.015142,12,0,3.516667,5.62,0.468333,12,2.09,0.45,0.0375,12,3.965833,-7.62,-0.635
2025-26,La Liga,0.01-0.02,0.30-0.33,8,0,8,1,7,0,0,0.125,1.0,0.0,0.875,0.0,0.314808,0.299339,0.01547,8,0,3.25125,-4.6,-0.575,8,2.245,7.66,0.9575,8,3.77,-8.0,-1.0
2025-26,La Liga,0.01-0.02,>=0.33,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.339266,0.324356,0.01491,1,0,3.0,-1.0,-1.0,1,2.77,1.77,1.77,1,3.0,-1.0,-1.0
2025-26,La Liga,0.01-0.02,All,25,0,25,6,17,2,0,0.24,0.894737,0.105263,0.68,0.08,0.294106,0.278717,0.01539,25,0,3.5172,-3.98,-0.1592,25,2.1104,11.22,0.4488,25,4.08,-14.83,-0.5932
2025-26,La Liga,0.02-0.03,0.24-0.27,3,0,3,0,3,0,0,0.0,1.0,0.0,1.0,0.0,0.261017,0.23359,0.027427,3,0,4.143333,-3.0,-1.0,3,1.72,2.16,0.72,3,4.91,-3.0,-1.0
2025-26,La Liga,0.02-0.03,0.27-0.30,12,0,12,3,6,3,0,0.25,0.666667,0.333333,0.5,0.25,0.285035,0.261146,0.023889,12,0,3.724167,-0.67,-0.055833,12,1.910833,-0.44,-0.036667,12,4.539167,1.9,0.158333
2025-26,La Liga,0.02-0.03,0.30-0.33,12,0,12,5,4,3,0,0.416667,0.571429,0.428571,0.333333,0.25,0.311118,0.286058,0.02506,12,12,3.400833,5.04,0.42,12,2.139167,-3.51,-0.2925,12,3.865833,-1.22,-0.101667
2025-26,La Liga,0.02-0.03,>=0.33,2,0,2,1,1,0,0,0.5,1.0,0.0,0.5,0.0,0.353614,0.330568,0.023046,2,2,2.945,0.87,0.435,2,2.485,0.83,0.415,2,3.8,-2.0,-1.0
2025-26,La Liga,0.02-0.03,All,29,0,29,9,14,6,0,0.310345,0.7,0.3,0.482759,0.206897,0.298073,0.273391,0.024681,29,14,3.58,2.24,0.077241,29,2.025172,-0.96,-0.033103,29,4.247931,-4.32,-0.148966
2025-26,La Liga,0.03-0.05,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.230429,0.196516,0.033913,1,0,4.86,-1.0,-1.0,1,1.37,0.37,0.37,1,8.98,-1.0,-1.0
2025-26,La Liga,0.03-0.05,0.24-0.27,8,0,8,0,7,1,0,0.0,0.875,0.125,0.875,0.125,0.260149,0.219147,0.041003,8,0,4.41875,-8.0,-1.0,8,1.65625,3.69,0.46125,8,5.41375,-2.34,-0.2925
2025-26,La Liga,0.03-0.05,0.27-0.30,14,0,14,3,9,2,0,0.214286,0.818182,0.181818,0.642857,0.142857,0.28794,0.250709,0.037232,14,0,3.862857,-2.39,-0.170714,14,1.772857,1.99,0.142143,14,4.862857,-4.76,-0.34
2025-26,La Liga,0.03-0.05,0.30-0.33,15,0,15,6,5,4,0,0.4,0.555556,0.444444,0.333333,0.266667,0.314178,0.274213,0.039965,15,15,3.544,6.53,0.435333,15,1.868667,-5.86,-0.390667,15,4.942667,4.08,0.272
2025-26,La Liga,0.03-0.05,>=0.33,5,0,5,2,3,0,0,0.4,1.0,0.0,0.6,0.0,0.345581,0.306792,0.03879,5,5,3.172,1.31,0.262,5,2.236,2.02,0.404,5,3.976,-5.0,-1.0
2025-26,La Liga,0.03-0.05,All,43,0,43,11,25,7,0,0.255814,0.78125,0.21875,0.581395,0.162791,0.297288,0.258297,0.038991,43,20,3.797907,-3.55,-0.082558,43,1.82907,2.21,0.051395,43,4.985814,-9.02,-0.209767
2025-26,La Liga,<0,0.24-0.27,21,0,21,12,5,4,0,0.571429,0.555556,0.444444,0.238095,0.190476,0.261652,0.282012,-0.02036,0,0,3.456667,19.94,0.949524,21,2.206667,-10.17,-0.484286,21,3.751429,-4.49,-0.21381
2025-26,La Liga,<0,0.27-0.30,60,0,60,17,21,22,0,0.283333,0.488372,0.511628,0.35,0.366667,0.285479,0.306265,-0.020786,0,0,3.182667,-6.34,-0.105667,60,2.428667,-8.79,-0.1465,60,3.472167,19.04,0.317333
2025-26,La Liga,<0,0.30-0.33,26,1,25,4,13,8,1,0.153846,0.619048,0.380952,0.52,0.32,0.310106,0.325301,-0.015195,0,0,2.994615,-13.96,-0.536923,25,2.4744,6.74,0.2696,25,3.5456,3.06,0.1224
2025-26,La Liga,<0,All,107,1,106,33,39,34,1,0.308411,0.534247,0.465753,0.367925,0.320755,0.286787,0.306131,-0.019344,0,0,3.190748,-0.36,-0.003364,106,2.395472,-12.22,-0.115283,106,3.544811,17.61,0.166132
2025-26,La Liga,>=0.05,0.21-0.24,4,0,4,0,4,0,0,0.0,1.0,0.0,1.0,0.0,0.229174,0.147672,0.081502,4,0,6.64,-4.0,-1.0,4,1.2625,1.05,0.2625,4,11.2975,-4.0,-1.0
2025-26,La Liga,>=0.05,0.24-0.27,21,0,21,2,18,1,0,0.095238,0.947368,0.052632,0.857143,0.047619,0.259405,0.143233,0.116171,21,0,7.184286,-10.16,-0.48381,21,1.271905,1.43,0.068095,21,12.148571,-15.25,-0.72619
2025-26,La Liga,>=0.05,0.27-0.30,31,0,31,5,22,4,0,0.16129,0.846154,0.153846,0.709677,0.129032,0.282348,0.178454,0.103893,31,0,5.546129,-3.8,-0.122581,31,1.39129,-0.6,-0.019355,31,8.686774,1.79,0.057742
2025-26,La Liga,>=0.05,0.30-0.33,13,0,13,1,10,2,0,0.076923,0.833333,0.166667,0.769231,0.153846,0.308018,0.233559,0.074459,13,13,4.190769,-8.57,-0.659231,13,1.594615,3.17,0.243846,13,6.459231,0.47,0.036154
2025-26,La Liga,>=0.05,>=0.33,4,0,4,1,2,1,0,0.25,0.666667,0.333333,0.5,0.25,0.342651,0.276979,0.065671,4,4,3.5075,-0.79,-0.1975,4,1.7975,-0.57,-0.1425,4,5.625,2.67,0.6675
2025-26,La Liga,>=0.05,All,73,0,73,9,56,8,0,0.123288,0.875,0.125,0.767123,0.109589,0.28071,0.181847,0.098862,73,17,5.724247,-27.32,-0.374247,73,1.408356,4.48,0.06137,73,9.261233,-14.32,-0.196164
2025-26,La Liga,All,0.21-0.24,6,0,6,0,6,0,0,0.0,1.0,0.0,1.0,0.0,0.227337,0.164502,0.062835,6,0,6.051667,-6.0,-1.0,6,1.315,1.89,0.315,6,10.23,-6.0,-1.0
2025-26,La Liga,All,0.24-0.27,56,0,56,14,35,7,0,0.25,0.833333,0.166667,0.625,0.125,0.260458,0.216358,0.0441,35,0,5.054821,-4.22,-0.075357,56,1.731071,-2.02,-0.036071,56,7.249643,-22.29,-0.398036
2025-26,La Liga,All,0.27-0.30,148,0,148,39,74,35,0,0.263514,0.678899,0.321101,0.5,0.236486,0.285577,0.264891,0.020686,88,0,3.849392,-6.0,-0.040541,148,2.046284,-4.84,-0.032703,148,4.868649,1.3,0.008784
2025-26,La Liga,All,0.30-0.33,86,1,85,21,45,19,1,0.244186,0.703125,0.296875,0.529412,0.223529,0.311109,0.291878,0.019231,60,40,3.378721,-14.84,-0.172558,85,2.146353,10.2,0.12,85,4.303882,-7.31,-0.086
2025-26,La Liga,All,>=0.33,14,0,14,4,8,2,0,0.285714,0.8,0.2,0.571429,0.142857,0.344566,0.306822,0.037745,14,11,3.186429,-1.61,-0.115,14,2.241429,4.62,0.33,14,4.253571,-4.07,-0.290714
2025-26,La Liga,All,All,310,1,309,78,168,63,1,0.251613,0.727273,0.272727,0.543689,0.203883,0.289659,0.263561,0.026098,203,51,3.949258,-32.67,-0.105387,309,2.011327,9.85,0.031877,309,5.221036,-38.37,-0.124175
2025-26,Ligue 1,0.00-0.01,0.21-0.24,2,0,2,1,0,1,0,0.5,0.0,1.0,0.0,0.5,0.22343,0.218788,0.004642,2,0,4.425,2.56,1.28,2,1.595,-2.0,-1.0,2,5.63,3.03,1.515
2025-26,Ligue 1,0.00-0.01,0.24-0.27,12,0,12,3,7,2,0,0.25,0.777778,0.222222,0.583333,0.166667,0.25971,0.25532,0.00439,12,0,3.805833,-0.18,-0.015,12,1.9475,1.92,0.16,12,4.094167,-3.97,-0.330833
