season,league,edge_bucket,p_draw_bucket,fixtures,pickem_fixtures,classified_fixtures,draws,favorite_wins,underdog_wins,pickem_non_draw_games,draw_rate,favorite_win_pct_of_non_draws,underdog_win_pct_of_non_draws,favorite_win_rate_of_classified_fixtures,underdog_win_rate_of_classified_fixtures,avg_model_draw_probability,avg_market_draw_probability,avg_draw_edge,positive_edge_fixtures,surviving_rule_fixtures,avg_draw_odds,draw_roi_units,draw_roi,favorite_ml_bets,avg_favorite_ml_odds,favorite_ml_roi_units,favorite_ml_roi,underdog_ml_bets,avg_underdog_ml_odds,underdog_ml_roi_units,underdog_ml_roi
2023-24,Primeira Liga,<0,0.24-0.27,36,0,36,13,19,4,0,0.361111,0.826087,0.173913,0.527778,0.111111,0.257531,0.278692,-0.021162,0,0,3.499722,8.9,0.247222,36,2.265833,6.19,0.171944,36,3.486667,-23.4,-0.65
2023-24,Primeira Liga,<0,0.27-0.30,51,0,51,21,19,11,0,0.411765,0.633333,0.366667,0.372549,0.215686,0.283423,0.29745,-0.014027,0,0,3.27,17.26,0.338431,51,2.444902,-5.42,-0.106275,51,3.291961,-15.65,-0.306863
2023-24,Primeira Liga,<0,0.30-0.33,9,0,9,6,2,1,0,0.666667,0.666667,0.333333,0.222222,0.111111,0.309235,0.320659,-0.011425,0,0,3.032222,9.18,1.02,9,2.684444,-4.09,-0.454444,9,3.093333,-6.11,-0.678889
2023-24,Primeira Liga,<0,All,99,0,99,41,41,17,0,0.414141,0.706897,0.293103,0.414141,0.171717,0.274644,0.292284,-0.01764,0,0,3.339394,35.68,0.360404,99,2.396061,-4.57,-0.046162,99,3.359596,-45.15,-0.456061
2023-24,Primeira Liga,>=0.05,0.18-0.21,2,0,2,0,2,0,0,0.0,1.0,0.0,1.0,0.0,0.1985,0.099323,0.099177,2,0,9.84,-2.0,-1.0,2,1.12,0.24,0.12,2,23.1,-2.0,-1.0
2023-24,Primeira Liga,>=0.05,0.21-0.24,14,0,14,1,12,1,0,0.071429,0.923077,0.076923,0.857143,0.071429,0.224829,0.135599,0.08923,14,0,7.702143,-7.3,-0.521429,14,1.217857,0.54,0.038571,14,15.695,-2.99,-0.213571
2023-24,Primeira Liga,>=0.05,0.24-0.27,33,0,33,3,28,2,0,0.090909,0.933333,0.066667,0.848485,0.060606,0.256622,0.146424,0.110198,33,0,7.034848,-13.45,-0.407576,33,1.269394,2.28,0.069091,33,12.900909,-18.53,-0.561515
2023-24,Primeira Liga,>=0.05,0.27-0.30,45,0,45,7,31,7,0,0.155556,0.815789,0.184211,0.688889,0.155556,0.283672,0.173497,0.110175,45,0,5.849333,-8.04,-0.178667,45,1.361778,-3.46,-0.076889,45,10.12,16.29,0.362
2023-24,Primeira Liga,>=0.05,0.30-0.33,8,0,8,2,5,1,0,0.25,0.833333,0.166667,0.625,0.125,0.317306,0.199328,0.117977,8,0,5.18375,5.12,0.64,8,1.50375,-0.68,-0.085,8,8.375,-4.46,-0.5575
2023-24,Primeira Liga,>=0.05,All,102,0,102,13,78,11,0,0.127451,0.876404,0.123596,0.764706,0.107843,0.267812,0.160108,0.107704,102,0,6.513235,-25.67,-0.251667,102,1.318529,-1.08,-0.010588,102,11.902549,-11.69,-0.114608
2023-24,Primeira Liga,All,0.18-0.21,4,0,4,0,4,0,0,0.0,1.0,0.0,1.0,0.0,0.20144,0.145687,0.055752,4,0,7.4475,-4.0,-1.0,4,1.2675,1.07,0.2675,4,15.685,-4.0,-1.0
2023-24,Primeira Liga,All,0.21-0.24,19,0,19,3,14,2,0,0.157895,0.875,0.125,0.736842,0.105263,0.225386,0.165378,0.060008,16,0,6.75,-4.21,-0.221579,19,1.415263,-1.31,-0.068947,19,12.856842,-4.98,-0.262105
2023-24,Primeira Liga,All,0.24-0.27,83,0,83,17,58,8,0,0.204819,0.878788,0.121212,0.698795,0.096386,0.258064,0.220002,0.038062,47,0,4.991325,-14.6,-0.175904,83,1.792771,14.5,0.174699,83,7.44012,-46.98,-0.566024
2023-24,Primeira Liga,All,0.27-0.30,146,0,146,38,79,29,0,0.260274,0.731481,0.268519,0.541096,0.19863,0.283983,0.249396,0.034587,95,0,4.18589,-4.12,-0.028219,146,1.981096,0.95,0.006507,146,5.644178,-2.02,-0.013836
2023-24,Primeira Liga,All,0.30-0.33,43,1,42,16,16,10,1,0.372093,0.615385,0.384615,0.380952,0.238095,0.311623,0.279159,0.032464,34,0,3.627907,15.5,0.360465,42,2.193571,-10.48,-0.249524,42,4.480952,-9.25,-0.220238
2023-24,Primeira Liga,All,>=0.33,7,0,7,1,3,3,0,0.142857,0.5,0.5,0.428571,0.428571,0.338391,0.310767,0.027624,7,0,3.124286,-3.8,-0.542857,7,2.387143,0.24,0.034286,7,3.462857,3.23,0.461429
2023-24,Primeira Liga,All,All,302,1,301,75,174,52,1,0.248344,0.769912,0.230088,0.578073,0.172757,0.277276,0.240318,0.036958,203,0,4.507715,-15.23,-0.05043,301,1.923056,4.97,0.016512,301,6.515083,-64.0,-0.212625
2023-24,Pro League,0.00-0.01,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.229086,0.226026,0.00306,1,0,4.25,-1.0,-1.0,1,1.76,0.76,0.76,1,4.21,-1.0,-1.0
2023-24,Pro League,0.00-0.01,0.24-0.27,7,0,7,0,4,3,0,0.0,0.571429,0.428571,0.571429,0.428571,0.260405,0.25586,0.004545,7,0,3.774286,-7.0,-1.0,7,2.005714,1.25,0.178571,7,4.024286,5.24,0.748571
2023-24,Pro League,0.00-0.01,0.27-0.30,17,0,17,5,6,6,0,0.294118,0.5,0.5,0.352941,0.352941,0.285667,0.280514,0.005153,17,0,3.448235,0.54,0.031765,17,2.398824,-2.3,-0.135294,17,3.108235,2.38,0.14
2023-24,Pro League,0.00-0.01,All,25,0,25,5,11,9,0,0.2,0.55,0.45,0.44,0.36,0.27633,0.271431,0.004899,25,0,3.5716,-7.46,-0.2984,25,2.2632,-0.29,-0.0116,25,3.4088,6.62,0.2648
2023-24,Pro League,0.01-0.02,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.233617,0.220252,0.013365,1,0,4.34,-1.0,-1.0,1,1.58,0.58,0.58,1,5.47,-1.0,-1.0
2023-24,Pro League,0.01-0.02,0.24-0.27,6,0,6,1,5,0,0,0.166667,1.0,0.0,0.833333,0.0,0.258027,0.243137,0.014891,6,0,3.973333,-1.98,-0.33,6,1.778333,2.89,0.481667,6,4.65,-6.0,-1.0
2023-24,Pro League,0.01-0.02,0.27-0.30,20,0,20,7,8,5,0,0.35,0.615385,0.384615,0.4,0.25,0.284783,0.269626,0.015157,20,0,3.5825,5.49,0.2745,20,2.2745,-1.55,-0.0775,20,3.239,-4.08,-0.204
2023-24,Pro League,0.01-0.02,0.30-0.33,4,0,4,1,3,0,0,0.25,1.0,0.0,0.75,0.0,0.307647,0.292469,0.015178,4,0,3.3,-0.68,-0.17,4,2.385,3.24,0.81,4,3.1925,-4.0,-1.0
2023-24,Pro League,0.01-0.02,All,31,0,31,9,17,5,0,0.290323,0.772727,0.227273,0.548387,0.16129,0.280904,0.265854,0.015051,31,0,3.646129,1.83,0.059032,31,2.170323,5.16,0.166452,31,3.578065,-15.08,-0.486452
2023-24,Pro League,0.02-0.03,0.21-0.24,2,0,2,0,2,0,0,0.0,1.0,0.0,1.0,0.0,0.230728,0.205423,0.025305,2,0,4.685,-2.0,-1.0,2,1.6,1.2,0.6,2,5.11,-2.0,-1.0
2023-24,Pro League,0.02-0.03,0.24-0.27,5,0,5,2,2,1,0,0.4,0.666667,0.333333,0.4,0.2,0.261819,0.235783,0.026036,5,0,4.088,3.05,0.61,5,1.72,-1.38,-0.276,5,4.848,0.2,0.04
2023-24,Pro League,0.02-0.03,0.27-0.30,17,0,17,4,7,6,0,0.235294,0.538462,0.461538,0.411765,0.352941,0.287468,0.262957,0.024512,17,0,3.680588,-2.54,-0.149412,17,2.085882,-2.53,-0.148824,17,3.67,5.9,0.347059
2023-24,Pro League,0.02-0.03,0.30-0.33,7,0,7,2,3,2,0,0.285714,0.6,0.4,0.428571,0.285714,0.313503,0.289091,0.024412,7,0,3.344286,-0.07,-0.01,7,2.37,0.26,0.037143,7,3.195714,-0.36,-0.051429
2023-24,Pro League,0.02-0.03,All,31,0,31,8,14,9,0,0.258065,0.608696,0.391304,0.451613,0.290323,0.285549,0.260763,0.024786,31,0,3.735161,-1.56,-0.050323,31,2.059677,-2.45,-0.079032,31,3.845806,3.74,0.120645
2023-24,Pro League,0.03-0.05,0.24-0.27,12,0,12,1,9,2,0,0.083333,0.818182,0.181818,0.75,0.166667,0.259464,0.221639,0.037825,12,0,4.349167,-7.61,-0.634167,12,1.605,2.33,0.194167,12,5.549167,-1.53,-0.1275
2023-24,Pro League,0.03-0.05,0.27-0.30,38,0,38,9,23,6,0,0.236842,0.793103,0.206897,0.605263,0.157895,0.287314,0.248831,0.038483,38,0,3.886053,-3.26,-0.085789,38,1.975263,5.87,0.154474,38,3.964737,-16.62,-0.437368
2023-24,Pro League,0.03-0.05,0.30-0.33,11,0,11,4,5,2,0,0.363636,0.714286,0.285714,0.454545,0.181818,0.309731,0.267062,0.042668,11,0,3.622727,3.53,0.320909,11,2.161818,-0.32,-0.029091,11,3.640909,-5.34,-0.485455
2023-24,Pro League,0.03-0.05,>=0.33,2,0,2,0,2,0,0,0.0,1.0,0.0,1.0,0.0,0.336469,0.301172,0.035296,2,0,3.205,-2.0,-1.0,2,2.37,2.74,1.37,2,3.405,-2.0,-1.0
2023-24,Pro League,0.03-0.05,All,63,0,63,14,39,10,0,0.222222,0.795918,0.204082,0.619048,0.15873,0.287484,0.248496,0.038987,63,0,3.906667,-9.34,-0.148254,63,1.949841,10.62,0.168571,63,4.192222,-25.49,-0.404603
2023-24,Pro League,<0,0.21-0.24,10,0,10,3,4,3,0,0.3,0.571429,0.428571,0.4,0.3,0.231214,0.247505,-0.01629,0,0,3.902,1.61,0.161,10,2.0,-1.86,-0.186,10,3.933,0.97,0.097
2023-24,Pro League,<0,0.24-0.27,33,0,33,9,15,9,0,0.272727,0.625,0.375,0.454545,0.272727,0.256092,0.267613,-0.011521,0,0,3.611515,-0.2,-0.006061,33,2.233939,0.32,0.009697,33,3.347273,-5.34,-0.161818
2023-24,Pro League,<0,0.27-0.30,15,0,15,8,4,3,0,0.533333,0.571429,0.428571,0.266667,0.2,0.278962,0.287452,-0.00849,0,0,3.365333,12.23,0.815333,15,2.320667,-5.12,-0.341333,15,3.304,-4.31,-0.287333
2023-24,Pro League,<0,0.30-0.33,2,0,2,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.303901,0.307867,-0.003966,0,0,3.145,4.29,2.145,2,2.43,-2.0,-1.0,2,3.335,-2.0,-1.0
2023-24,Pro League,<0,All,60,0,60,22,23,15,0,0.366667,0.605263,0.394737,0.383333,0.25,0.259257,0.270563,-0.011306,0,0,3.582833,17.93,0.298833,60,2.223167,-8.66,-0.144333,60,3.433667,-10.68,-0.178
2023-24,Pro League,>=0.05,0.18-0.21,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.203294,0.119254,0.08404,1,0,8.12,-1.0,-1.0,1,1.19,0.19,0.19,1,14.45,-1.0,-1.0
2023-24,Pro League,>=0.05,0.21-0.24,7,0,7,0,6,1,0,0.0,0.857143,0.142857,0.857143,0.142857,0.229654,0.155568,0.074085,7,0,6.194286,-7.0,-1.0,7,1.285714,0.62,0.088571,7,9.968571,0.24,0.034286
2023-24,Pro League,>=0.05,0.24-0.27,16,0,16,5,9,2,0,0.3125,0.818182,0.181818,0.5625,0.125,0.257586,0.160756,0.09683,16,0,6.255625,16.23,1.014375,16,1.314375,-4.33,-0.270625,16,10.886875,-0.12,-0.0075
2023-24,Pro League,>=0.05,0.27-0.30,52,0,52,13,33,6,0,0.25,0.846154,0.153846,0.634615,0.115385,0.286157,0.203215,0.082942,52,0,4.840962,6.86,0.131923,52,1.526731,-2.8,-0.053846,52,6.749231,-16.26,-0.312692
2023-24,Pro League,>=0.05,0.30-0.33,23,0,23,6,13,4,0,0.26087,0.764706,0.235294,0.565217,0.173913,0.308457,0.219524,0.088933,23,0,4.52087,1.67,0.072609,23,1.664783,-2.44,-0.106087,23,5.869565,-4.11,-0.178696
2023-24,Pro League,>=0.05,>=0.33,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.330713,0.27423,0.056482,1,0,3.51,-1.0,-1.0,1,2.27,-1.0,-1.0,1,3.19,2.19,2.19
2023-24,Pro League,>=0.05,All,100,0,100,24,62,14,0,0.24,0.815789,0.184211,0.62,0.14,0.282376,0.196708,0.085668,100,0,5.1079,15.76,0.1576,100,1.5117,-9.76,-0.0976,100,7.4757,-19.06,-0.1906
2023-24,Pro League,All,0.18-0.21,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.203294,0.119254,0.08404,1,0,8.12,-1.0,-1.0,1,1.19,0.19,0.19,1,14.45,-1.0,-1.0
2023-24,Pro League,All,0.21-0.24,21,0,21,3,14,4,0,0.142857,0.777778,0.222222,0.666667,0.190476,0.230661,0.210531,0.02013,11,0,4.778095,-9.39,-0.447143,21,1.692381,1.3,0.061905,21,6.143333,-2.79,-0.132857
2023-24,Pro League,All,0.24-0.27,79,0,79,18,44,17,0,0.227848,0.721311,0.278689,0.556962,0.21519,0.257799,0.234073,0.023726,46,0,4.331139,2.49,0.031519,79,1.86481,1.08,0.013671,79,5.462658,-7.55,-0.09557
2023-24,Pro League,All,0.27-0.30,159,0,159,46,81,32,0,0.289308,0.716814,0.283186,0.509434,0.201258,0.28567,0.24507,0.0406,144,0,4.042264,19.32,0.121509,159,1.955912,-8.43,-0.053019,159,4.598679,-32.99,-0.207484
2023-24,Pro League,All,0.30-0.33,47,0,47,15,24,8,0,0.319149,0.75,0.25,0.510638,0.170213,0.309244,0.250978,0.058266,45,0,3.972979,8.74,0.185957,47,1.98,-1.26,-0.026809,47,4.614043,-15.81,-0.336383
2023-24,Pro League,All,>=0.33,3,0,3,0,2,1,0,0.0,0.666667,0.333333,0.666667,0.333333,0.33455,0.292191,0.042358,3,0,3.306667,-3.0,-1.0,3,2.336667,1.74,0.58,3,3.333333,0.19,0.063333
2023-24,Pro League,All,All,310,0,310,82,166,62,0,0.264516,0.72807,0.27193,0.535484,0.2,0.278622,0.240874,0.037749,250,0,4.161258,17.16,0.055355,310,1.91971,-5.38,-0.017355,310,4.945355,-59.95,-0.193387
2023-24,Scottish Premiership,0.00-0.01,0.18-0.21,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.20849,0.204761,0.00373,1,0,4.74,3.74,3.74,1,1.45,-1.0,-1.0,1,7.71,-1.0,-1.0
2023-24,Scottish Premiership,0.00-0.01,0.24-0.27,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.264742,0.263862,0.00088,1,0,3.67,-1.0,-1.0,1,2.21,-1.0,-1.0,1,3.25,2.25,2.25
2023-24,Scottish Premiership,0.00-0.01,0.27-0.30,13,0,13,5,4,4,0,0.384615,0.5,0.5,0.307692,0.307692,0.281971,0.277387,0.004584,13,0,3.494615,4.43,0.340769,13,2.209231,-4.42,-0.34,13,3.503846,0.7,0.053846
2023-24,Scottish Premiership,0.00-0.01,0.30-0.33,6,0,6,1,3,2,0,0.166667,0.6,0.4,0.5,0.333333,0.312367,0.305993,0.006375,6,0,3.18,-2.73,-0.455,6,2.38,0.88,0.146667,6,3.455,0.54,0.09
2023-24,Scottish Premiership,0.00-0.01,All,21,0,21,7,7,7,0,0.333333,0.5,0.5,0.333333,0.333333,0.286336,0.281458,0.004878,21,0,3.472381,4.44,0.211429,21,2.221905,-5.54,-0.26381,21,3.678095,2.49,0.118571
2023-24,Scottish Premiership,0.01-0.02,0.24-0.27,4,0,4,1,3,0,0,0.25,1.0,0.0,0.75,0.0,0.260331,0.247498,0.012833,4,0,3.94,0.07,0.0175,4,1.8675,1.67,0.4175,4,4.32,-4.0,-1.0
2023-24,Scottish Premiership,0.01-0.02,0.27-0.30,11,0,11,3,4,4,0,0.272727,0.5,0.5,0.363636,0.363636,0.288547,0.271079,0.017469,11,0,3.582727,-0.43,-0.039091,11,1.958182,-3.51,-0.319091,11,4.41,5.65,0.513636
2023-24,Scottish Premiership,0.01-0.02,0.30-0.33,7,0,7,4,2,1,0,0.571429,0.666667,0.333333,0.285714,0.142857,0.310545,0.297056,0.013488,7,0,3.274286,6.09,0.87,7,2.452857,-2.6,-0.371429,7,3.29,-4.14,-0.591429
2023-24,Scottish Premiership,0.01-0.02,All,22,0,22,8,9,5,0,0.363636,0.642857,0.357143,0.409091,0.227273,0.290416,0.275057,0.015359,22,0,3.549545,5.73,0.260455,22,2.099091,-4.44,-0.201818,22,4.037273,-2.49,-0.113182
2023-24,Scottish Premiership,0.02-0.03,0.21-0.24,2,0,2,1,0,1,0,0.5,0.0,1.0,0.0,0.5,0.23037,0.202775,0.027594,2,0,4.745,2.7,1.35,2,1.475,-2.0,-1.0,2,6.64,4.65,2.325
2023-24,Scottish Premiership,0.02-0.03,0.24-0.27,3,0,3,1,2,0,0,0.333333,1.0,0.0,0.666667,0.0,0.255442,0.228637,0.026806,3,0,4.226667,1.38,0.46,3,1.66,0.2,0.066667,3,5.39,-3.0,-1.0
2023-24,Scottish Premiership,0.02-0.03,0.27-0.30,2,0,2,1,1,0,0,0.5,1.0,0.0,0.5,0.0,0.292562,0.264709,0.027852,2,0,3.67,1.76,0.88,2,1.905,-0.07,-0.035,2,4.305,-2.0,-1.0
2023-24,Scottish Premiership,0.02-0.03,0.30-0.33,7,0,7,2,3,2,0,0.285714,0.6,0.4,0.428571,0.285714,0.314176,0.288323,0.025854,7,0,3.367143,-0.35,-0.05,7,2.09,-1.11,-0.158571,7,4.11,-0.23,-0.032857
2023-24,Scottish Premiership,0.02-0.03,>=0.33,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.354389,0.325499,0.02889,1,0,2.99,-1.0,-1.0,1,2.78,1.78,1.78,1,3.0,-1.0,-1.0
2023-24,Scottish Premiership,0.02-0.03,All,15,0,15,5,7,3,0,0.333333,0.7,0.3,0.466667,0.2,0.291054,0.264309,0.026745,15,0,3.738,4.49,0.299333,15,1.943333,-1.2,-0.08,15,4.655333,-1.58,-0.105333
2023-24,Scottish Premiership,0.03-0.05,0.24-0.27,4,0,4,1,2,1,0,0.25,0.666667,0.333333,0.5,0.25,0.268002,0.225763,0.042239,4,0,4.28,0.25,0.0625,4,1.56,-0.95,-0.2375,4,6.415,2.73,0.6825
2023-24,Scottish Premiership,0.03-0.05,0.27-0.30,2,0,2,0,1,1,0,0.0,0.5,0.5,0.5,0.5,0.292568,0.250355,0.042213,2,0,3.88,-2.0,-1.0,2,1.985,-0.28,-0.14,2,4.12,1.09,0.545
2023-24,Scottish Premiership,0.03-0.05,0.30-0.33,13,0,13,3,7,3,0,0.230769,0.7,0.3,0.538462,0.230769,0.314623,0.274619,0.040004,13,0,3.543077,-2.13,-0.163846,13,2.084615,2.38,0.183077,13,4.044615,0.8,0.061538
2023-24,Scottish Premiership,0.03-0.05,>=0.33,3,0,3,2,0,1,0,0.666667,0.0,1.0,0.0,0.333333,0.349083,0.305623,0.04346,3,0,3.19,3.3,1.1,3,2.433333,-3.0,-1.0,3,3.42,-0.21,-0.07
2023-24,Scottish Premiership,0.03-0.05,All,22,0,22,6,10,6,0,0.272727,0.625,0.375,0.454545,0.272727,0.30884,0.267758,0.041082,22,0,3.659545,-0.58,-0.026364,22,2.027727,-1.85,-0.084091,22,4.397273,4.41,0.200455
2023-24,Scottish Premiership,<0,0.21-0.24,2,0,2,1,1,0,0,0.5,1.0,0.0,0.5,0.0,0.230034,0.256144,-0.026111,0,0,3.785,1.91,0.955,2,2.32,0.28,0.14,2,2.975,-2.0,-1.0
2023-24,Scottish Premiership,<0,0.24-0.27,8,0,8,3,3,2,0,0.375,0.6,0.4,0.375,0.25,0.265139,0.286365,-0.021225,0,0,3.40625,2.54,0.3175,8,2.41625,-0.8,-0.1,8,3.1625,-1.6,-0.2
2023-24,Scottish Premiership,<0,0.27-0.30,43,0,43,17,14,12,0,0.395349,0.538462,0.461538,0.325581,0.27907,0.28388,0.29931,-0.01543,0,0,3.253256,12.63,0.293721,43,2.444419,-9.22,-0.214419,43,3.269535,-4.6,-0.106977
2023-24,Scottish Premiership,<0,0.30-0.33,6,0,6,3,1,2,0,0.5,0.333333,0.666667,0.166667,0.333333,0.311406,0.32539,-0.013985,0,0,2.993333,2.87,0.478333,6,2.57,-3.48,-0.58,6,3.348333,0.01,0.001667
2023-24,Scottish Premiership,<0,All,59,0,59,24,19,16,0,0.40678,0.542857,0.457143,0.322034,0.271186,0.282313,0.298744,-0.016431,0,0,3.265593,19.95,0.338136,59,2.449153,-13.22,-0.224068,59,3.253051,-8.19,-0.138814
2023-24,Scottish Premiership,>=0.05,0.18-0.21,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.191725,0.102788,0.088937,1,0,9.47,8.47,8.47,1,1.15,-1.0,-1.0,1,19.17,-1.0,-1.0
2023-24,Scottish Premiership,>=0.05,0.21-0.24,7,0,7,0,6,1,0,0.0,0.857143,0.142857,0.857143,0.142857,0.230684,0.123294,0.10739,7,0,8.257143,-7.0,-1.0,7,1.181429,0.11,0.015714,7,16.855714,12.65,1.807143
2023-24,Scottish Premiership,>=0.05,0.24-0.27,16,0,16,2,12,2,0,0.125,0.857143,0.142857,0.75,0.125,0.262292,0.121838,0.140454,16,0,8.60125,5.04,0.315,16,1.18625,-1.77,-0.110625,16,17.83125,11.13,0.695625
2023-24,Scottish Premiership,>=0.05,0.27-0.30,36,0,36,2,32,2,0,0.055556,0.941176,0.058824,0.888889,0.055556,0.285319,0.163737,0.121581,36,0,6.507222,-26.67,-0.740833,36,1.325,5.96,0.165556,36,11.781111,-18.84,-0.523333
2023-24,Scottish Premiership,>=0.05,0.30-0.33,19,0,19,3,12,4,0,0.157895,0.75,0.25,0.631579,0.210526,0.312411,0.206442,0.105969,19,0,5.002105,-4.42,-0.232632,19,1.553158,-1.37,-0.072105,19,8.261053,4.62,0.243158
2023-24,Scottish Premiership,>=0.05,>=0.33,10,0,10,3,7,0,0,0.3,1.0,0.0,0.7,0.0,0.34759,0.268901,0.078689,10,0,3.623,1.11,0.111,10,1.918,3.28,0.328,10,4.654,-10.0,-1.0
2023-24,Scottish Premiership,>=0.05,All,89,0,89,11,69,9,0,0.123596,0.884615,0.115385,0.775281,0.101124,0.288611,0.173272,0.115339,89,0,6.409213,-23.47,-0.263708,89,1.402135,5.21,0.058539,89,11.798652,-1.44,-0.01618
2023-24,Scottish Premiership,All,0.18-0.21,2,0,2,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.200107,0.153775,0.046333,2,0,7.105,12.21,6.105,2,1.3,-2.0,-1.0,2,13.44,-2.0,-1.0
2023-24,Scottish Premiership,All,0.21-0.24,11,0,11,2,7,2,0,0.181818,0.777778,0.222222,0.636364,0.181818,0.230508,0.1619,0.068609,9,0,6.805455,-2.39,-0.217273,11,1.441818,-1.61,-0.146364,11,12.474545,15.3,1.390909
2023-24,Scottish Premiership,All,0.24-0.27,36,0,36,8,22,6,0,0.222222,0.785714,0.214286,0.611111,0.166667,0.262839,0.196754,0.066085,28,0,5.947222,8.28,0.23,36,1.644722,-2.65,-0.073611,36,10.36,7.51,0.208611
2023-24,Scottish Premiership,All,0.27-0.30,107,0,107,28,56,23,0,0.261682,0.708861,0.291139,0.523364,0.214953,0.284937,0.246569,0.038367,64,0,4.430748,-10.28,-0.096075,107,1.970561,-11.54,-0.10785,107,6.314206,-18.0,-0.168224
2023-24,Scottish Premiership,All,0.30-0.33,58,0,58,16,28,14,0,0.275862,0.666667,0.333333,0.482759,0.241379,0.312786,0.265145,0.047641,52,0,3.872931,-0.67,-0.011552,58,2.036379,-5.3,-0.091379,58,5.209655,1.6,0.027586
2023-24,Scottish Premiership,All,>=0.33,14,0,14,5,8,1,0,0.357143,0.888889,0.111111,0.571429,0.071429,0.348395,0.280812,0.067583,14,0,3.485,3.41,0.243571,14,2.09,2.06,0.147143,14,4.271429,-11.21,-0.800714
2023-24,Scottish Premiership,All,All,228,0,228,61,121,46,0,0.267544,0.724551,0.275449,0.530702,0.201754,0.289059,0.240633,0.048426,169,0,4.608246,10.56,0.046316,228,1.911798,-21.04,-0.092281,228,6.906316,-6.8,-0.029825
2023-24,Serie A,0.00-0.01,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.21396,0.21345,0.00051,1,0,4.61,-1.0,-1.0,1,1.52,0.52,0.52,1,7.07,-1.0,-1.0
2023-24,Serie A,0.00-0.01,0.24-0.27,3,0,3,1,2,0,0,0.333333,1.0,0.0,0.666667,0.0,0.256323,0.250106,0.006217,3,0,3.89,1.04,0.346667,3,1.693333,0.52,0.173333,3,5.743333,-3.0,-1.0
2023-24,Serie A,0.00-0.01,0.27-0.30,16,0,16,4,9,3,0,0.25,0.75,0.25,0.5625,0.1875,0.287168,0.283237,0.003932,16,0,3.435,-2.28,-0.1425,16,2.165625,4.13,0.258125,16,3.760625,-3.36,-0.21
2023-24,Serie A,0.00-0.01,0.30-0.33,12,0,12,3,6,3,0,0.25,0.666667,0.333333,0.5,0.25,0.311158,0.305887,0.005271,12,0,3.1875,-2.62,-0.218333,12,2.444167,2.0,0.166667,12,3.394167,-3.0,-0.25
2023-24,Serie A,0.00-0.01,>=0.33,1,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.336763,0.333009,0.003754,1,0,2.93,1.93,1.93,1,2.77,-1.0,-1.0,1,3.1,-1.0,-1.0
2023-24,Serie A,0.00-0.01,All,33,0,33,9,18,6,0,0.272727,0.75,0.25,0.545455,0.181818,0.292372,0.287855,0.004517,33,0,3.406667,-2.93,-0.088788,33,2.222727,6.17,0.18697,33,3.887879,-11.36,-0.344242
2023-24,Serie A,0.01-0.02,0.24-0.27,2,0,2,0,2,0,0,0.0,1.0,0.0,1.0,0.0,0.262436,0.248681,0.013754,2,0,3.89,-2.0,-1.0,2,1.66,1.32,0.66,2,6.04,-2.0,-1.0
2023-24,Serie A,0.01-0.02,0.27-0.30,12,1,11,6,6,0,0,0.5,1.0,0.0,0.545455,0.0,0.28962,0.274763,0.014856,12,0,3.543333,9.5,0.791667,11,1.963636,0.49,0.044545,11,4.460909,-11.0,-1.0
2023-24,Serie A,0.01-0.02,0.30-0.33,12,0,12,5,4,3,0,0.416667,0.571429,0.428571,0.333333,0.25,0.310627,0.296076,0.014551,12,0,3.299167,4.21,0.350833,12,2.24,-3.73,-0.310833,12,3.784167,-1.28,-0.106667
2023-24,Serie A,0.01-0.02,>=0.33,3,0,3,0,2,1,0,0.0,0.666667,0.333333,0.666667,0.333333,0.337863,0.323279,0.014585,3,0,3.006667,-3.0,-1.0,3,2.476667,1.94,0.646667,3,3.463333,0.32,0.106667
2023-24,Serie A,0.01-0.02,All,29,1,28,11,14,4,0,0.37931,0.777778,0.222222,0.5,0.142857,0.301428,0.286802,0.014626,29,0,3.41069,8.71,0.300345,28,2.115357,0.02,0.000714,28,4.176786,-13.96,-0.498571
2023-24,Serie A,0.02-0.03,0.21-0.24,1,0,1,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.239642,0.214383,0.025259,1,0,4.53,-1.0,-1.0,1,1.52,0.52,0.52,1,6.62,-1.0,-1.0
2023-24,Serie A,0.02-0.03,0.24-0.27,2,0,2,1,1,0,0,0.5,1.0,0.0,0.5,0.0,0.265775,0.241055,0.024721,2,0,4.035,1.97,0.985,2,1.61,-0.39,-0.195,2,6.28,-2.0,-1.0
